425a356f // pat1_img0[2,3,c0]: 54.552181
41d7c067 // pat1_img0[3,0,c0]: 26.968946
42db84b3 // pat1_img0[3,1,c0]: 109.759178
43679d83 // pat1_img0[3,2,c0]: 231.615280
434a6d66 // pat1_img0[3,3,c0]: 202.427338
431c619e // pat1_img0[0,0,c1]: 156.381317
420f132a // pat1_img0[0,1,c1]: 35.768715
435e66a3 // pat1_img0[0,2,c1]: 222.400925
42485194 // pat1_img0[0,3,c1]: 50.079666
426cf8df // pat1_img0[1,0,c1]: 59.243038
43028597 // pat1_img0[1,1,c1]: 130.521835
4282cb00 // pat1_img0[1,2,c1]: 65.396484
433f91ff // pat1_img0[1,3,c1]: 191.570297
4284b283 // pat1_img0[2,0,c1]: 66.348656
43666dfc // pat1_img0[2,1,c1]: 230.429626
413dff3f // pat1_img0[2,2,c1]: 11.874816
42a1c7ed // pat1_img0[2,3,c1]: 80.890480
42a994e6 // pat1_img0[3,0,c1]: 84.790817
42c6e443 // pat1_img0[3,1,c1]: 99.445824
42852ee0 // pat1_img0[3,2,c1]: 66.591553
41ec3d7b // pat1_img0[3,3,c1]: 29.530020
432eb36d // pat1_img0[0,0,c2]: 174.700882
4348bd0d // pat1_img0[0,1,c2]: 200.738480
42297c41 // pat1_img0[0,2,c2]: 42.371342
42123c9c // pat1_img0[0,3,c2]: 36.559189
417f678f // pat1_img0[1,0,c2]: 15.962783
4299685d // pat1_img0[1,1,c2]: 76.703835
42c5aa26 // pat1_img0[1,2,c2]: 98.832321
4346aa62 // pat1_img0[1,3,c2]: 198.665558
42bd0655 // pat1_img0[2,0,c2]: 94.512367
415e02b8 // pat1_img0[2,1,c2]: 13.875664
41daf523 // pat1_img0[2,2,c2]: 27.369696
436aa0b6 // pat1_img0[2,3,c2]: 234.627777
42bc184b // pat1_img0[3,0,c2]: 94.047447
432e8ad7 // pat1_img0[3,1,c2]: 174.542343
43683d82 // pat1_img0[3,2,c2]: 232.240265
3f2dcbdc // pat1_img0[3,3,c2]: 0.678892
43151eeb // pat1_img1[0,0,c0]: 149.120773
431ae3a3 // pat1_img1[0,1,c0]: 154.889206
427b6b9f // pat1_img1[0,2,c0]: 62.855099
430b70b8 // pat1_img1[0,3,c0]: 139.440308
43356dbb // pat1_img1[1,0,c0]: 181.428635
42975ba1 // pat1_img1[1,1,c0]: 75.678963
43210b83 // pat1_img1[1,2,c0]: 161.044968
433bae4f // pat1_img1[1,3,c0]: 187.680893
435b0899 // pat1_img1[2,0,c0]: 219.033585
425f2236 // pat1_img1[2,1,c0]: 55.783409
429dcb3b // pat1_img1[2,2,c0]: 78.896935
43152b22 // pat1_img1[2,3,c0]: 149.168488
43188f63 // pat1_img1[3,0,c0]: 152.560104
434f400a // pat1_img1[3,1,c0]: 207.250153
4136f4cf // pat1_img1[3,2,c0]: 11.434768
42f423b5 // pat1_img1[3,3,c0]: 122.069740
430db3ba // pat1_img1[0,0,c1]: 141.702057
434dea08 // pat1_img1[0,1,c1]: 205.914185
434c6c59 // pat1_img1[0,2,c1]: 204.423233
43384190 // pat1_img1[0,3,c1]: 184.256104
420640ae // pat1_img1[1,0,c1]: 33.563164
429a5a85 // pat1_img1[1,1,c1]: 77.176796
43746988 // pat1_img1[1,2,c1]: 244.412231
4358d72d // pat1_img1[1,3,c1]: 216.840530
4360dde8 // pat1_img1[2,0,c1]: 224.866821
430de3fb // pat1_img1[2,1,c1]: 141.890549
435cdf2a // pat1_img1[2,2,c1]: 220.871735
4236adb3 // pat1_img1[2,3,c1]: 45.669628
43625004 // pat1_img1[3,0,c1]: 226.312561
432edd02 // pat1_img1[3,1,c1]: 174.863312
4290c8a9 // pat1_img1[3,2,c1]: 72.391914
41210838 // pat1_img1[3,3,c1]: 10.064507
42025dc6 // pat1_img1[0,0,c2]: 32.591576
437b8727 // pat1_img1[0,1,c2]: 251.527939
432b559a // pat1_img1[0,2,c2]: 171.334381
434aad31 // pat1_img1[0,3,c2]: 202.676529
431a9a13 // pat1_img1[1,0,c2]: 154.601852
41376a53 // pat1_img1[1,1,c2]: 11.463458
41027921 // pat1_img1[1,2,c2]: 8.154572
41859d19 // pat1_img1[1,3,c2]: 16.701708
42f5df35 // pat1_img1[2,0,c2]: 122.935951
43599c17 // pat1_img1[2,1,c2]: 217.609726
43307d9c // pat1_img1[2,2,c2]: 176.490662
41d76bc4 // pat1_img1[2,3,c2]: 26.927620
429e7e7b // pat1_img1[3,0,c2]: 79.247032
43696386 // pat1_img1[3,1,c2]: 233.388763
435d57e8 // pat1_img1[3,2,c2]: 221.343384
42edeeab // pat1_img1[3,3,c2]: 118.966148
42cfbef1 // pat2_img0[0,0,c0]: 103.872932
430c6ac6 // pat2_img0[0,1,c0]: 140.417084
42504d42 // pat2_img0[0,2,c0]: 52.075447
4232445e // pat2_img0[0,3,c0]: 44.566765
4361cbb8 // pat2_img0[1,0,c0]: 225.795776
433db5a1 // pat2_img0[1,1,c0]: 189.709488
42f6d192 // pat2_img0[1,2,c0]: 123.409317
433f4f6d // pat2_img0[1,3,c0]: 191.310257
42402508 // pat2_img0[2,0,c0]: 48.036163
42b95aee // pat2_img0[2,1,c0]: 92.677597
435fadbd // pat2_img0[2,2,c0]: 223.678665
42c4d180 // pat2_img0[2,3,c0]: 98.409180
431f7183 // pat2_img0[3,0,c0]: 159.443405
4315fde1 // pat2_img0[3,1,c0]: 149.991714
431b3a62 // pat2_img0[3,2,c0]: 155.228058
4358c289 // pat2_img0[3,3,c0]: 216.759903
42e10925 // pat2_img0[0,0,c1]: 112.517860
4376f065 // pat2_img0[0,1,c1]: 246.939041
41909d1a // pat2_img0[0,2,c1]: 18.076710
42ab138f // pat2_img0[0,3,c1]: 85.538200
433716df // pat2_img0[1,0,c1]: 183.089340
42b94de3 // pat2_img0[1,1,c1]: 92.652122
42faea29 // pat2_img0[1,2,c1]: 125.457344
4349e709 // pat2_img0[1,3,c1]: 201.902481
43548d89 // pat2_img0[2,0,c1]: 212.552872
42891614 // pat2_img0[2,1,c1]: 68.543121
432445dc // pat2_img0[2,2,c1]: 164.272888
41bd5e9c // pat2_img0[2,3,c1]: 23.671196
435f44f1 // pat2_img0[3,0,c1]: 223.269302
434039b3 // pat2_img0[3,1,c1]: 192.225388
430164b4 // pat2_img0[3,2,c1]: 129.393372
436f163a // pat2_img0[3,3,c1]: 239.086823
43594f94 // pat2_img0[0,0,c2]: 217.310852
435f9bce // pat2_img0[0,1,c2]: 223.608612
437d0695 // pat2_img0[0,2,c2]: 253.025711
429a7475 // pat2_img0[0,3,c2]: 77.227455
437c8bdc // pat2_img0[1,0,c2]: 252.546326
42d15a3e // pat2_img0[1,1,c2]: 104.676254
4242dc57 // pat2_img0[1,2,c2]: 48.715176
432bfaca // pat2_img0[1,3,c2]: 171.979645
433bae36 // pat2_img0[2,0,c2]: 187.680511
4379ec5b // pat2_img0[2,1,c2]: 249.923264
434ba84b // pat2_img0[2,2,c2]: 203.657394
42e92a98 // pat2_img0[2,3,c2]: 116.583191
42ec885f // pat2_img0[3,0,c2]: 118.266350
4232d821 // pat2_img0[3,1,c2]: 44.711063
42f25eb1 // pat2_img0[3,2,c2]: 121.184944
4359ea96 // pat2_img0[3,3,c2]: 217.916351
4348d54d // pat2_img1[0,0,c0]: 200.833206
42eb2ad3 // pat2_img1[0,1,c0]: 117.583641
421b2638 // pat2_img1[0,2,c0]: 38.787323
428e87ed // pat2_img1[0,3,c0]: 71.265480
429139e6 // pat2_img1[1,0,c0]: 72.613083
42ed1e98 // pat2_img1[1,1,c0]: 118.559753
424fd25f // pat2_img1[1,2,c0]: 51.955441
4301ea47 // pat2_img1[1,3,c0]: 129.915146
41d06a7d // pat2_img1[2,0,c0]: 26.051996
4319a670 // pat2_img1[2,1,c0]: 153.650146
426cfb73 // pat2_img1[2,2,c0]: 59.245556
42565ddf // pat2_img1[2,3,c0]: 53.591671
43145d90 // pat2_img1[3,0,c0]: 148.365479
436970ed // pat2_img1[3,1,c0]: 233.441116
433578ed // pat2_img1[3,2,c0]: 181.472366
42411bfd // pat2_img1[3,3,c0]: 48.277332
422d70b6 // pat2_img1[0,0,c1]: 43.360069
4130ceb2 // pat2_img1[0,1,c1]: 11.050463
43363b49 // pat2_img1[0,2,c1]: 182.231583
41ab90b4 // pat2_img1[0,3,c1]: 21.445656
434cd908 // pat2_img1[1,0,c1]: 204.847778
431fb1da // pat2_img1[1,1,c1]: 159.694733
4333ece0 // pat2_img1[1,2,c1]: 179.925293
4377c168 // pat2_img1[1,3,c1]: 247.755493
43354af8 // pat2_img1[2,0,c1]: 181.292847
4364c5c3 // pat2_img1[2,1,c1]: 228.772507
426dff0d // pat2_img1[2,2,c1]: 59.499073
430b22a8 // pat2_img1[2,3,c1]: 139.135376
430a1765 // pat2_img1[3,0,c1]: 138.091385
4293dfab // pat2_img1[3,1,c1]: 73.936852
42f8a5da // pat2_img1[3,2,c1]: 124.323929
41f3bd56 // pat2_img1[3,3,c1]: 30.467449
429f1129 // pat2_img1[0,0,c2]: 79.533516
4338372e // pat2_img1[0,1,c2]: 184.215546
4361c7c0 // pat2_img1[0,2,c2]: 225.780273
4323689a // pat2_img1[0,3,c2]: 163.408600
431751a6 // pat2_img1[1,0,c2]: 151.318939
43055cf5 // pat2_img1[1,1,c2]: 133.363113
41c931da // pat2_img1[1,2,c2]: 25.149342
430d4ab3 // pat2_img1[1,3,c2]: 141.291794
42561229 // pat2_img1[2,0,c2]: 53.517735
43123a3e // pat2_img1[2,1,c2]: 146.227509
42ec5af4 // pat2_img1[2,2,c2]: 118.177643
4353d8d8 // pat2_img1[2,3,c2]: 211.847046
43424743 // pat2_img1[3,0,c2]: 194.278366
435ea640 // pat2_img1[3,1,c2]: 222.649414
416ea91d // pat2_img1[3,2,c2]: 14.916287
431aebbd // pat2_img1[3,3,c2]: 154.920853
428ff5fa // pat3_img0[0,0,c0]: 71.980423
434a4987 // pat3_img0[0,1,c0]: 202.287216
424dbfe5 // pat3_img0[0,2,c0]: 51.437397
43689b8c // pat3_img0[0,3,c0]: 232.607605
42eb52a0 // pat3_img0[1,0,c0]: 117.661377
420e929e // pat3_img0[1,1,c0]: 35.643181
424d6552 // pat3_img0[1,2,c0]: 51.348946
427381b9 // pat3_img0[1,3,c0]: 60.876682
42944e06 // pat3_img0[2,0,c0]: 74.152390
4328ea56 // pat3_img0[2,1,c0]: 168.915375
433dce9a // pat3_img0[2,2,c0]: 189.807037
4375f40b // pat3_img0[2,3,c0]: 245.953293
4227903e // pat3_img0[3,0,c0]: 41.890862
42e25554 // pat3_img0[3,1,c0]: 113.166656
4320baeb // pat3_img0[3,2,c0]: 160.730148
425442e0 // pat3_img0[3,3,c0]: 53.065308
4368073b // pat3_img0[0,0,c1]: 232.028244
4288b95e // pat3_img0[0,1,c1]: 68.362045
4321aaaa // pat3_img0[0,2,c1]: 161.666656
4290dc33 // pat3_img0[0,3,c1]: 72.430077
4338062f // pat3_img0[1,0,c1]: 184.024155
434b43d5 // pat3_img0[1,1,c1]: 203.264969
436b7035 // pat3_img0[1,2,c1]: 235.438309
433c81d9 // pat3_img0[1,3,c1]: 188.507217
434dc060 // pat3_img0[2,0,c1]: 205.751465
42401645 // pat3_img0[2,1,c1]: 48.021748
42d3053e // pat3_img0[2,2,c1]: 105.510239
434522e2 // pat3_img0[2,3,c1]: 197.136261
4226f10e // pat3_img0[3,0,c1]: 41.735405
436d6003 // pat3_img0[3,1,c1]: 237.375046
424f8610 // pat3_img0[3,2,c1]: 51.880920
428ab8c1 // pat3_img0[3,3,c1]: 69.360847
42cf9852 // pat3_img0[0,0,c2]: 103.797501
431b31c5 // pat3_img0[0,1,c2]: 155.194412
436a7841 // pat3_img0[0,2,c2]: 234.469742
432591c7 // pat3_img0[0,3,c2]: 165.569443
40585b66 // pat3_img0[1,0,c2]: 3.380579
43515885 // pat3_img0[1,1,c2]: 209.345779
43437c52 // pat3_img0[1,2,c2]: 195.485626
437de190 // pat3_img0[1,3,c2]: 253.881104
434a860e // pat3_img0[2,0,c2]: 202.523651
42350fef // pat3_img0[2,1,c2]: 45.265560
430bf805 // pat3_img0[2,2,c2]: 139.968826
4269aea4 // pat3_img0[2,3,c2]: 58.420547
434edd73 // pat3_img0[3,0,c2]: 206.865036
43729d29 // pat3_img0[3,1,c2]: 242.613907
433da289 // pat3_img0[3,2,c2]: 189.634903
42b5673d // pat3_img0[3,3,c2]: 90.701637
4334113c // pat3_img1[0,0,c0]: 180.067322
429363e8 // pat3_img1[0,1,c0]: 73.695129
42c225ba // pat3_img1[0,2,c0]: 97.073685
43746d67 // pat3_img1[0,3,c0]: 244.427353
42c43ed6 // pat3_img1[1,0,c0]: 98.122726
43777e25 // pat3_img1[1,1,c0]: 247.492752
4310f796 // pat3_img1[1,2,c0]: 144.967133
42d7499e // pat3_img1[1,3,c0]: 107.643784
42054760 // pat3_img1[2,0,c0]: 33.319702
430ce2b3 // pat3_img1[2,1,c0]: 140.885544
4317f9a3 // pat3_img1[2,2,c0]: 151.975143
4177bce9 // pat3_img1[2,3,c0]: 15.483621
41a22c0b // pat3_img1[3,0,c0]: 20.271505
42ac950f // pat3_img1[3,1,c0]: 86.291130
41893f4d // pat3_img1[3,2,c0]: 17.155909
435e196d // pat3_img1[3,3,c0]: 222.099319
4300b586 // pat3_img1[0,0,c1]: 128.709076
437a6fae // pat3_img1[0,1,c1]: 250.436249
431ad080 // pat3_img1[0,2,c1]: 154.814453
41ee53b1 // pat3_img1[0,3,c1]: 29.790865
41b91492 // pat3_img1[1,0,c1]: 23.135044
43265874 // pat3_img1[1,1,c1]: 166.345520
432f3ff1 // pat3_img1[1,2,c1]: 175.249771
43658d19 // pat3_img1[1,3,c1]: 229.551163
4096cb47 // pat3_img1[2,0,c1]: 4.712314
435df788 // pat3_img1[2,1,c1]: 221.966919
41075b53 // pat3_img1[2,2,c1]: 8.459796
425eff41 // pat3_img1[2,3,c1]: 55.749271
42c69dec // pat3_img1[3,0,c1]: 99.308441
425b7584 // pat3_img1[3,1,c1]: 54.864761
42f0b74b // pat3_img1[3,2,c1]: 120.357994
434780f1 // pat3_img1[3,3,c1]: 199.503677
42d689c6 // pat3_img1[0,0,c2]: 107.269089
4210c3fe // pat3_img1[0,1,c2]: 36.191399
41e8ff9e // pat3_img1[0,2,c2]: 29.124813
433d279b // pat3_img1[0,3,c2]: 189.154709
435a4f01 // pat3_img1[1,0,c2]: 218.308609
42a8e003 // pat3_img1[1,1,c2]: 84.437523
43123981 // pat3_img1[1,2,c2]: 146.224625
433b1cd3 // pat3_img1[1,3,c2]: 187.112595
41e4982c // pat3_img1[2,0,c2]: 28.574303
41544a2f // pat3_img1[2,1,c2]: 13.268111
437c9f69 // pat3_img1[2,2,c2]: 252.622696
41a84e3e // pat3_img1[2,3,c2]: 21.038204
426300cd // pat3_img1[3,0,c2]: 56.750782
3f9896c6 // pat3_img1[3,1,c2]: 1.192101
433f7b50 // pat3_img1[3,2,c2]: 191.481689
431b789f // pat3_img1[3,3,c2]: 155.471176
42c70440 // pat4_img0[0,0,c0]: 99.508301
4317a5b6 // pat4_img0[0,1,c0]: 151.647308
4223d594 // pat4_img0[0,2,c0]: 40.958572
4360434c // pat4_img0[0,3,c0]: 224.262878
4322672f // pat4_img0[1,0,c0]: 162.403061
435e1bd4 // pat4_img0[1,1,c0]: 222.108704
42c000b5 // pat4_img0[1,2,c0]: 96.001381
429a8e1a // pat4_img0[1,3,c0]: 77.277542
437dc44d // pat4_img0[2,0,c0]: 253.766800
432001a0 // pat4_img0[2,1,c0]: 160.006348
420b8f47 // pat4_img0[2,2,c0]: 34.889919
4343381b // pat4_img0[2,3,c0]: 195.219162
42879780 // pat4_img0[3,0,c0]: 67.795898
42455240 // pat4_img0[3,1,c0]: 49.330322
4360b69d // pat4_img0[3,2,c0]: 224.713333
429afd92 // pat4_img0[3,3,c0]: 77.495255
41c4aa2a // pat4_img0[0,0,c1]: 24.583088
419dff1c // pat4_img0[0,1,c1]: 19.749565
42c6567f // pat4_img0[0,2,c1]: 99.168938
434ec9c8 // pat4_img0[0,3,c1]: 206.788208
414c1c91 // pat4_img0[1,0,c1]: 12.756974
42aa3cad // pat4_img0[1,1,c1]: 85.118507
425c6da0 // pat4_img0[1,2,c1]: 55.107056
43275c95 // pat4_img0[1,3,c1]: 167.361649
43731e78 // pat4_img0[2,0,c1]: 243.119019
4372c7eb // pat4_img0[2,1,c1]: 242.780930
42f430d7 // pat4_img0[2,2,c1]: 122.095390
435a574e // pat4_img0[2,3,c1]: 218.341034
433db899 // pat4_img0[3,0,c1]: 189.721085
43597085 // pat4_img0[3,1,c1]: 217.439529
43455214 // pat4_img0[3,2,c1]: 197.320618
420fcff8 // pat4_img0[3,3,c1]: 35.953094
430ef815 // pat4_img0[0,0,c2]: 142.969070
4321a5a0 // pat4_img0[0,1,c2]: 161.646973
43535fc6 // pat4_img0[0,2,c2]: 211.374115
428b7747 // pat4_img0[0,3,c2]: 69.732964
41ccc8e9 // pat4_img0[1,0,c2]: 25.598101
428105e5 // pat4_img0[1,1,c2]: 64.511513
4336251d // pat4_img0[1,2,c2]: 182.144974
433ef774 // pat4_img0[1,3,c2]: 190.966614
430df7da // pat4_img0[2,0,c2]: 141.968170
43725791 // pat4_img0[2,1,c2]: 242.342056
42e7dc96 // pat4_img0[2,2,c2]: 115.930832
41e3223f // pat4_img0[2,3,c2]: 28.391722
4137b7c6 // pat4_img0[3,0,c2]: 11.482367
42b15f85 // pat4_img0[3,1,c2]: 88.686562
41b2a7a0 // pat4_img0[3,2,c2]: 22.331848
41112699 // pat4_img0[3,3,c2]: 9.071923
42ce136f // pat4_img1[0,0,c0]: 103.037956
421385d1 // pat4_img1[0,1,c0]: 36.880680
435d924a // pat4_img1[0,2,c0]: 221.571442
425e201b // pat4_img1[0,3,c0]: 55.531353
437d8ab2 // pat4_img1[1,0,c0]: 253.541779
42817d87 // pat4_img1[1,1,c0]: 64.745171
4230b0ac // pat4_img1[1,2,c0]: 44.172531
426e8621 // pat4_img1[1,3,c0]: 59.630985
434b34bf // pat4_img1[2,0,c0]: 203.206039
4256509f // pat4_img1[2,1,c0]: 53.578732
4246d123 // pat4_img1[2,2,c0]: 49.704235
42463868 // pat4_img1[2,3,c0]: 49.555084
43644101 // pat4_img1[3,0,c0]: 228.253922
4289a30b // pat4_img1[3,1,c0]: 68.818443
4358a313 // pat4_img1[3,2,c0]: 216.637009
4364ad2a // pat4_img1[3,3,c0]: 228.676422
42dabfcc // pat4_img1[0,0,c1]: 109.374603
41c75e6c // pat4_img1[0,1,c1]: 24.921104
42c5f35f // pat4_img1[0,2,c1]: 98.975334
4331e5e2 // pat4_img1[0,3,c1]: 177.897980
42944506 // pat4_img1[1,0,c1]: 74.134811
4273c361 // pat4_img1[1,1,c1]: 60.940800
43674cd2 // pat4_img1[1,2,c1]: 231.300079
4240c619 // pat4_img1[1,3,c1]: 48.193455
41aface1 // pat4_img1[2,0,c1]: 21.959414
436cecbe // pat4_img1[2,1,c1]: 236.924774
421ac04b // pat4_img1[2,2,c1]: 38.687786
41dd2098 // pat4_img1[2,3,c1]: 27.640915
41a42498 // pat4_img1[3,0,c1]: 20.517868
434daa54 // pat4_img1[3,1,c1]: 205.665344
42f4a6f1 // pat4_img1[3,2,c1]: 122.326057
4317c3b9 // pat4_img1[3,3,c1]: 151.764542
43646109 // pat4_img1[0,0,c2]: 228.379044
42d380b4 // pat4_img1[0,1,c2]: 105.751373
42a178db // pat4_img1[0,2,c2]: 80.736046
42fb86d6 // pat4_img1[0,3,c2]: 125.763351
42849455 // pat4_img1[1,0,c2]: 66.289711
432917ff // pat4_img1[1,1,c2]: 169.093735
436e2370 // pat4_img1[1,2,c2]: 238.138428
42ce2f0c // pat4_img1[1,3,c2]: 103.091888
42e2e631 // pat4_img1[2,0,c2]: 113.449593
42a52bc4 // pat4_img1[2,1,c2]: 82.585480
436a9b92 // pat4_img1[2,2,c2]: 234.607697
41a3c9ad // pat4_img1[2,3,c2]: 20.473475
432937d1 // pat4_img1[3,0,c2]: 169.218033
4300aca8 // pat4_img1[3,1,c2]: 128.674438
43008102 // pat4_img1[3,2,c2]: 128.503937
43612202 // pat4_img1[3,3,c2]: 225.132843
420e8a8a // pat5_img0[0,0,c0]: 35.635292
436c8642 // pat5_img0[0,1,c0]: 236.524445
4205bc63 // pat5_img0[0,2,c0]: 33.433971
436b9068 // pat5_img0[0,3,c0]: 235.564087
42f26dbd // pat5_img0[1,0,c0]: 121.214333
421373d1 // pat5_img0[1,1,c0]: 36.863102
4112cfc6 // pat5_img0[1,2,c0]: 9.175726
4324016b // pat5_img0[1,3,c0]: 164.005539
432adb37 // pat5_img0[2,0,c0]: 170.856308
42ec3f83 // pat5_img0[2,1,c0]: 118.124046
42d8707f // pat5_img0[2,2,c0]: 108.219719
432bc677 // pat5_img0[2,3,c0]: 171.775253
41fb7763 // pat5_img0[3,0,c0]: 31.433294
435aa03a // pat5_img0[3,1,c0]: 218.625885
4324426c // pat5_img0[3,2,c0]: 164.259460
417ec2f7 // pat5_img0[3,3,c0]: 15.922599
434d222e // pat5_img0[0,0,c1]: 205.133514
4339ea7f // pat5_img0[0,1,c1]: 185.916000
4311dbe0 // pat5_img0[0,2,c1]: 145.858887
42bf0d7d // pat5_img0[0,3,c1]: 95.526344
4166528a // pat5_img0[1,0,c1]: 14.395151
421925a4 // pat5_img0[1,1,c1]: 38.286758
430ca70c // pat5_img0[1,2,c1]: 140.652527
4026adee // pat5_img0[1,3,c1]: 2.604366
43209456 // pat5_img0[2,0,c1]: 160.579437
435bf75b // pat5_img0[2,1,c1]: 219.966232
4379354d // pat5_img0[2,2,c1]: 249.208206
427e2e74 // pat5_img0[2,3,c1]: 63.545364
428d21fa // pat5_img0[3,0,c1]: 70.566360
430ded3a // pat5_img0[3,1,c1]: 141.926666
43215656 // pat5_img0[3,2,c1]: 161.337250
