3ee4038e // pat6_kernel[1,2,c0]: 0.445340
3ef2fa4b // pat6_kernel[2,0,c0]: 0.474566
3de41c06 // pat6_kernel[2,1,c0]: 0.111382
3ec1d6bd // pat6_kernel[2,2,c0]: 0.378591
3dceb5b1 // pat6_kernel[0,0,c1]: 0.100932
3e4a5d06 // pat6_kernel[0,1,c1]: 0.197620
3e8f5a5b // pat6_kernel[0,2,c1]: 0.279986
3ed7e360 // pat6_kernel[1,0,c1]: 0.421657
3ec0875f // pat6_kernel[1,1,c1]: 0.376033
3ec1be59 // pat6_kernel[1,2,c1]: 0.378405
3e2adcb4 // pat6_kernel[2,0,c1]: 0.166858
3e54b8da // pat6_kernel[2,1,c1]: 0.207736
3ef93c01 // pat6_kernel[2,2,c1]: 0.486786
3cd087d7 // pat6_kernel[0,0,c2]: 0.025455
3e3affcd // pat6_kernel[0,1,c2]: 0.182616
3e1196f9 // pat6_kernel[0,2,c2]: 0.142177
3ddbc818 // pat6_kernel[1,0,c2]: 0.107315
3eedc216 // pat6_kernel[1,1,c2]: 0.464371
3efd04b1 // pat6_kernel[1,2,c2]: 0.494176
3eed89ac // pat6_kernel[2,0,c2]: 0.463941
3e5b1df7 // pat6_kernel[2,1,c2]: 0.213981
3dc95fea // pat6_kernel[2,2,c2]: 0.098327
3e98885c // pat7_kernel[0,0,c0]: 0.297915
3eb47b50 // pat7_kernel[0,1,c0]: 0.352503
3d01793a // pat7_kernel[0,2,c0]: 0.031610
3ef27f8f // pat7_kernel[1,0,c0]: 0.473629
3dd1f36b // pat7_kernel[1,1,c0]: 0.102515
3ed77f7c // pat7_kernel[1,2,c0]: 0.420895
3cf76602 // pat7_kernel[2,0,c0]: 0.030200
3ec50458 // pat7_kernel[2,1,c0]: 0.384799
3e2dd18f // pat7_kernel[2,2,c0]: 0.169745
3ef1994e // pat7_kernel[0,0,c1]: 0.471873
3e950375 // pat7_kernel[0,1,c1]: 0.291042
3edc8e2c // pat7_kernel[0,2,c1]: 0.430772
3eb250af // pat7_kernel[1,0,c1]: 0.348272
3de2a3c1 // pat7_kernel[1,1,c1]: 0.110664
3d89b88c // pat7_kernel[1,2,c1]: 0.067247
3dd9d966 // pat7_kernel[2,0,c1]: 0.106372
3d3fcb54 // pat7_kernel[2,1,c1]: 0.046825
3e89b615 // pat7_kernel[2,2,c1]: 0.268967
3ee798c8 // pat7_kernel[0,0,c2]: 0.452338
3e1c4cce // pat7_kernel[0,1,c2]: 0.152637
3ebeb786 // pat7_kernel[0,2,c2]: 0.372494
3e3054df // pat7_kernel[1,0,c2]: 0.172199
3e9fc24c // pat7_kernel[1,1,c2]: 0.312029
3eacf827 // pat7_kernel[1,2,c2]: 0.337831
3ed88ed8 // pat7_kernel[2,0,c2]: 0.422965
3eaf3a84 // pat7_kernel[2,1,c2]: 0.342243
3eac71ae // pat7_kernel[2,2,c2]: 0.336805
3d3cf68c // pat8_kernel[0,0,c0]: 0.046134
3ed833bf // pat8_kernel[0,1,c0]: 0.422270
3ccd9dc6 // pat8_kernel[0,2,c0]: 0.025100
3eb182e9 // pat8_kernel[1,0,c0]: 0.346702
3e631898 // pat8_kernel[1,1,c0]: 0.221774
3ec82800 // pat8_kernel[1,2,c0]: 0.390930
3bbf330e // pat8_kernel[2,0,c0]: 0.005835
3cb2efda // pat8_kernel[2,1,c0]: 0.021843
3dc70622 // pat8_kernel[2,2,c0]: 0.097180
3c652b70 // pat8_kernel[0,0,c1]: 0.013987
3e9d6b19 // pat8_kernel[0,1,c1]: 0.307458
3ddfd4fa // pat8_kernel[0,2,c1]: 0.109293
3eb59ac0 // pat8_kernel[1,0,c1]: 0.354696
3db5158e // pat8_kernel[1,1,c1]: 0.088420
3e4cbddd // pat8_kernel[1,2,c1]: 0.199943
3c143f84 // pat8_kernel[2,0,c1]: 0.009048
3ea97f3a // pat8_kernel[2,1,c1]: 0.331049
3ea9f597 // pat8_kernel[2,2,c1]: 0.331952
3de4c962 // pat8_kernel[0,0,c2]: 0.111712
3e1c5426 // pat8_kernel[0,1,c2]: 0.152665
3ed61a09 // pat8_kernel[0,2,c2]: 0.418167
3de0c64b // pat8_kernel[1,0,c2]: 0.109753
3eb7f4db // pat8_kernel[1,1,c2]: 0.359290
3e8b3378 // pat8_kernel[1,2,c2]: 0.271877
3e3735e2 // pat8_kernel[2,0,c2]: 0.178916
3e41e136 // pat8_kernel[2,1,c2]: 0.189336
3e9cf2e5 // pat8_kernel[2,2,c2]: 0.306541
3dcccccd // pat9_kernel[0,0,c0]: 0.100000
3dcccccd // pat9_kernel[0,1,c0]: 0.100000
3dcccccd // pat9_kernel[0,2,c0]: 0.100000
3dcccccd // pat9_kernel[1,0,c0]: 0.100000
3dcccccd // pat9_kernel[1,1,c0]: 0.100000
3dcccccd // pat9_kernel[1,2,c0]: 0.100000
3dcccccd // pat9_kernel[2,0,c0]: 0.100000
3dcccccd // pat9_kernel[2,1,c0]: 0.100000
3dcccccd // pat9_kernel[2,2,c0]: 0.100000
3dcccccd // pat9_kernel[0,0,c1]: 0.100000
3dcccccd // pat9_kernel[0,1,c1]: 0.100000
3dcccccd // pat9_kernel[0,2,c1]: 0.100000
3dcccccd // pat9_kernel[1,0,c1]: 0.100000
3dcccccd // pat9_kernel[1,1,c1]: 0.100000
3dcccccd // pat9_kernel[1,2,c1]: 0.100000
3dcccccd // pat9_kernel[2,0,c1]: 0.100000
3dcccccd // pat9_kernel[2,1,c1]: 0.100000
3dcccccd // pat9_kernel[2,2,c1]: 0.100000
3dcccccd // pat9_kernel[0,0,c2]: 0.100000
3dcccccd // pat9_kernel[0,1,c2]: 0.100000
3dcccccd // pat9_kernel[0,2,c2]: 0.100000
3dcccccd // pat9_kernel[1,0,c2]: 0.100000
3dcccccd // pat9_kernel[1,1,c2]: 0.100000
3dcccccd // pat9_kernel[1,2,c2]: 0.100000
3dcccccd // pat9_kernel[2,0,c2]: 0.100000
3dcccccd // pat9_kernel[2,1,c2]: 0.100000
3dcccccd // pat9_kernel[2,2,c2]: 0.100000
3e272c61 // pat10_kernel[0,0,c0]: 0.163255
3dff99c5 // pat10_kernel[0,1,c0]: 0.124805
3efbc6fa // pat10_kernel[0,2,c0]: 0.491752
3e44ad1d // pat10_kernel[1,0,c0]: 0.192067
3ed39973 // pat10_kernel[1,1,c0]: 0.413280
3e78ce90 // pat10_kernel[1,2,c0]: 0.242975
3df8bd9d // pat10_kernel[2,0,c0]: 0.121455
3ecdd3e1 // pat10_kernel[2,1,c0]: 0.402007
3e81d847 // pat10_kernel[2,2,c0]: 0.253603
3e62e92f // pat10_kernel[0,0,c1]: 0.221593
3e9a5d18 // pat10_kernel[0,1,c1]: 0.301491
3ee46d0c // pat10_kernel[0,2,c1]: 0.446144
3ee27191 // pat10_kernel[1,0,c1]: 0.442273
3e852514 // pat10_kernel[1,1,c1]: 0.260049
3da7238d // pat10_kernel[1,2,c1]: 0.081611
3e5a2859 // pat10_kernel[2,0,c1]: 0.213045
3ea41e51 // pat10_kernel[2,1,c1]: 0.320544
3dcf7775 // pat10_kernel[2,2,c1]: 0.101302
3e3d3343 // pat10_kernel[0,0,c2]: 0.184766
3ea901ad // pat10_kernel[0,1,c2]: 0.330091
3ec2246c // pat10_kernel[0,2,c2]: 0.379184
3e80a18d // pat10_kernel[1,0,c2]: 0.251233
3ee8ea26 // pat10_kernel[1,1,c2]: 0.454911
3eb548a7 // pat10_kernel[1,2,c2]: 0.354070
3e846a87 // pat10_kernel[2,0,c2]: 0.258625
3e55f71e // pat10_kernel[2,1,c2]: 0.208950
3ea56a68 // pat10_kernel[2,2,c2]: 0.323077
3e66eb6b // pat11_kernel[0,0,c0]: 0.225507
3ee3ab2a // pat11_kernel[0,1,c0]: 0.444665
3e681140 // pat11_kernel[0,2,c0]: 0.226628
3ec29bae // pat11_kernel[1,0,c0]: 0.380094
3e50cac4 // pat11_kernel[1,1,c0]: 0.203898
3ea89cea // pat11_kernel[1,2,c0]: 0.329322
3dbe4de2 // pat11_kernel[2,0,c0]: 0.092922
3e81ba5e // pat11_kernel[2,1,c0]: 0.253375
3d52b41a // pat11_kernel[2,2,c0]: 0.051441
3e60968f // pat11_kernel[0,0,c1]: 0.219324
3ee544a4 // pat11_kernel[0,1,c1]: 0.447789
3dbfaa78 // pat11_kernel[0,2,c1]: 0.093587
3ec5a53e // pat11_kernel[1,0,c1]: 0.386026
3dd085bd // pat11_kernel[1,1,c1]: 0.101818
3cd7bc0c // pat11_kernel[1,2,c1]: 0.026335
3d61329b // pat11_kernel[2,0,c1]: 0.054980
3ea76bf2 // pat11_kernel[2,1,c1]: 0.326995
3e511c8e // pat11_kernel[2,2,c1]: 0.204210
3ebd9732 // pat11_kernel[0,0,c2]: 0.370294
3e89c6f3 // pat11_kernel[0,1,c2]: 0.269096
3cfc6a8a // pat11_kernel[0,2,c2]: 0.030813
3d28092e // pat11_kernel[1,0,c2]: 0.041024
3b1ca7ef // pat11_kernel[1,1,c2]: 0.002390
3e3ccd45 // pat11_kernel[1,2,c2]: 0.184377
3d02fac0 // pat11_kernel[2,0,c2]: 0.031977
3e305e30 // pat11_kernel[2,1,c2]: 0.172234
3eaa1a3b // pat11_kernel[2,2,c2]: 0.332231
3cb2b8ec // pat12_kernel[0,0,c0]: 0.021817
3ed8f50f // pat12_kernel[0,1,c0]: 0.423745
3e931441 // pat12_kernel[0,2,c0]: 0.287264
3d961dbd // pat12_kernel[1,0,c0]: 0.073299
3dca485f // pat12_kernel[1,1,c0]: 0.098771
3ce03192 // pat12_kernel[1,2,c0]: 0.027367
3e53b7d7 // pat12_kernel[2,0,c0]: 0.206756
3e575f03 // pat12_kernel[2,1,c0]: 0.210323
3e76b5f1 // pat12_kernel[2,2,c0]: 0.240928
3ee1debd // pat12_kernel[0,0,c1]: 0.441152
3ee36fe7 // pat12_kernel[0,1,c1]: 0.444213
3b346314 // pat12_kernel[0,2,c1]: 0.002752
3ec8a626 // pat12_kernel[1,0,c1]: 0.391893
3e70a522 // pat12_kernel[1,1,c1]: 0.235005
3eb88932 // pat12_kernel[1,2,c1]: 0.360422
3e46899b // pat12_kernel[2,0,c1]: 0.193884
3de6d1ec // pat12_kernel[2,1,c1]: 0.112705
3e1136d8 // pat12_kernel[2,2,c1]: 0.141811
3d48dd84 // pat12_kernel[0,0,c2]: 0.049039
3e41b906 // pat12_kernel[0,1,c2]: 0.189182
3ee52fd0 // pat12_kernel[0,2,c2]: 0.447630
3ee61ad2 // pat12_kernel[1,0,c2]: 0.449423
3ecf71b9 // pat12_kernel[1,1,c2]: 0.405165
3cd2c6e9 // pat12_kernel[1,2,c2]: 0.025730
3d710ed8 // pat12_kernel[2,0,c2]: 0.058852
3eaf535d // pat12_kernel[2,1,c2]: 0.342433
3ddd3933 // pat12_kernel[2,2,c2]: 0.108019
3eb63461 // pat13_kernel[0,0,c0]: 0.355868
3e8d99a9 // pat13_kernel[0,1,c0]: 0.276563
3ca15802 // pat13_kernel[0,2,c0]: 0.019695
3ea1800d // pat13_kernel[1,0,c0]: 0.315430
3dce8662 // pat13_kernel[1,1,c0]: 0.100842
3d1a2947 // pat13_kernel[1,2,c0]: 0.037637
3e9421fd // pat13_kernel[2,0,c0]: 0.289322
3ef9835b // pat13_kernel[2,1,c0]: 0.487330
3eabdb88 // pat13_kernel[2,2,c0]: 0.335659
3e42d8d0 // pat13_kernel[0,0,c1]: 0.190280
3ec9effc // pat13_kernel[0,1,c1]: 0.394409
3eb46ce8 // pat13_kernel[0,2,c1]: 0.352393
3edbd6d4 // pat13_kernel[1,0,c1]: 0.429373
3d7940b8 // pat13_kernel[1,1,c1]: 0.060853
3ce4fae5 // pat13_kernel[1,2,c1]: 0.027952
3ee8393f // pat13_kernel[2,0,c1]: 0.453562
3c93e4d7 // pat13_kernel[2,1,c1]: 0.018053
3e4d68c8 // pat13_kernel[2,2,c1]: 0.200595
3dee6cb8 // pat13_kernel[0,0,c2]: 0.116418
3eea17f2 // pat13_kernel[0,1,c2]: 0.457214
3ef21094 // pat13_kernel[0,2,c2]: 0.472783
3e538682 // pat13_kernel[1,0,c2]: 0.206568
3ec4b2d2 // pat13_kernel[1,1,c2]: 0.384177
3ef43612 // pat13_kernel[1,2,c2]: 0.476975
3ea16d7b // pat13_kernel[2,0,c2]: 0.315288
3ec88ba3 // pat13_kernel[2,1,c2]: 0.391690
3ea2a78b // pat13_kernel[2,2,c2]: 0.317685
3e743987 // pat14_kernel[0,0,c0]: 0.238501
3dc4fbbe // pat14_kernel[0,1,c0]: 0.096183
3e08336a // pat14_kernel[0,2,c0]: 0.133009
3e975ed6 // pat14_kernel[1,0,c0]: 0.295645
3ef8c8ea // pat14_kernel[1,1,c0]: 0.485908
3a76291c // pat14_kernel[1,2,c0]: 0.000939
3d778c6d // pat14_kernel[2,0,c0]: 0.060437
3e4d98ac // pat14_kernel[2,1,c0]: 0.200778
3edc3c29 // pat14_kernel[2,2,c0]: 0.430146
3e65c376 // pat14_kernel[0,0,c1]: 0.224378
3e015c2d // pat14_kernel[0,1,c1]: 0.126328
3e031907 // pat14_kernel[0,2,c1]: 0.128025
3d83e8da // pat14_kernel[1,0,c1]: 0.064409
3e8ac1b8 // pat14_kernel[1,1,c1]: 0.271009
3e26e4ee // pat14_kernel[1,2,c1]: 0.162983
3ee75438 // pat14_kernel[2,0,c1]: 0.451814
3ecf5247 // pat14_kernel[2,1,c1]: 0.404925
3e9f850a // pat14_kernel[2,2,c1]: 0.311562
3e1f2328 // pat14_kernel[0,0,c2]: 0.155408
3d3e7653 // pat14_kernel[0,1,c2]: 0.046500
3e925d20 // pat14_kernel[0,2,c2]: 0.285867
3ec1818f // pat14_kernel[1,0,c2]: 0.377942
3dbc53b7 // pat14_kernel[1,1,c2]: 0.091957
3d867c26 // pat14_kernel[1,2,c2]: 0.065666
3cfe2183 // pat14_kernel[2,0,c2]: 0.031022
3ed1da2c // pat14_kernel[2,1,c2]: 0.409868
3e3e0692 // pat14_kernel[2,2,c2]: 0.185572
3ecfa54b // pat15_kernel[0,0,c0]: 0.405558
3d02a032 // pat15_kernel[0,1,c0]: 0.031891
3ee60b4a // pat15_kernel[0,2,c0]: 0.449305
3d46a03a // pat15_kernel[1,0,c0]: 0.048493
3ee53f3b // pat15_kernel[1,1,c0]: 0.447748
3eaf9cd8 // pat15_kernel[1,2,c0]: 0.342993
3ec9fbf6 // pat15_kernel[2,0,c0]: 0.394500
3eb857e9 // pat15_kernel[2,1,c0]: 0.360046
3ed321af // pat15_kernel[2,2,c0]: 0.412366
3d5ab007 // pat15_kernel[0,0,c1]: 0.053391
3da8ba63 // pat15_kernel[0,1,c1]: 0.082387
3cbcd707 // pat15_kernel[0,2,c1]: 0.023052
3eb0875f // pat15_kernel[1,0,c1]: 0.344783
3e8f83f1 // pat15_kernel[1,1,c1]: 0.280304
3ebcc8a5 // pat15_kernel[1,2,c1]: 0.368718
3ed99f97 // pat15_kernel[2,0,c1]: 0.425046
3eb90c53 // pat15_kernel[2,1,c1]: 0.361422
3ed1eb5f // pat15_kernel[2,2,c1]: 0.409999
3ea8b54a // pat15_kernel[0,0,c2]: 0.329508
3e330059 // pat15_kernel[0,1,c2]: 0.174806
3eb1583a // pat15_kernel[0,2,c2]: 0.346376
3eb77d76 // pat15_kernel[1,0,c2]: 0.358379
3c54bec9 // pat15_kernel[1,1,c2]: 0.012985
3d2b02c7 // pat15_kernel[1,2,c2]: 0.041751
3ea0b192 // pat15_kernel[2,0,c2]: 0.313855
3ef34c54 // pat15_kernel[2,1,c2]: 0.475192
3ec6ed05 // pat15_kernel[2,2,c2]: 0.388527
3ee34059 // pat16_kernel[0,0,c0]: 0.443850
3e29e479 // pat16_kernel[0,1,c0]: 0.165911
3d4317a3 // pat16_kernel[0,2,c0]: 0.047630
3dc745a9 // pat16_kernel[1,0,c0]: 0.097301
3e894cd5 // pat16_kernel[1,1,c0]: 0.268164
3e3cbc57 // pat16_kernel[1,2,c0]: 0.184312
3e31a9f8 // pat16_kernel[2,0,c0]: 0.173500
3d3f89d2 // pat16_kernel[2,1,c0]: 0.046762
3c9e3bde // pat16_kernel[2,2,c0]: 0.019316
3eb8b995 // pat16_kernel[0,0,c1]: 0.360791
3dff4a38 // pat16_kernel[0,1,c1]: 0.124653
3e9fbd91 // pat16_kernel[0,2,c1]: 0.311993
3e39bf3d // pat16_kernel[1,0,c1]: 0.181394
3d60bccd // pat16_kernel[1,1,c1]: 0.054868
3df22280 // pat16_kernel[1,2,c1]: 0.118230
3e611568 // pat16_kernel[2,0,c1]: 0.219808
3ed55f7d // pat16_kernel[2,1,c1]: 0.416744
3d656507 // pat16_kernel[2,2,c1]: 0.056005
3e2b3ce7 // pat16_kernel[0,0,c2]: 0.167225
3e3ff096 // pat16_kernel[0,1,c2]: 0.187441
3ef07b9b // pat16_kernel[0,2,c2]: 0.469693
3ed00e56 // pat16_kernel[1,0,c2]: 0.406359
3ddfdfe9 // pat16_kernel[1,1,c2]: 0.109314
3d0cb618 // pat16_kernel[1,2,c2]: 0.034353
3e65fa5c // pat16_kernel[2,0,c2]: 0.224588
3ec1481e // pat16_kernel[2,1,c2]: 0.377503
3eb8e40c // pat16_kernel[2,2,c2]: 0.361115
3e14ce28 // pat17_kernel[0,0,c0]: 0.145318
3e969448 // pat17_kernel[0,1,c0]: 0.294100
3e9ae9fe // pat17_kernel[0,2,c0]: 0.302566
3ef03eab // pat17_kernel[1,0,c0]: 0.469228
3c468537 // pat17_kernel[1,1,c0]: 0.012117
3eaa1cb8 // pat17_kernel[1,2,c0]: 0.332250
3e0aa0f6 // pat17_kernel[2,0,c0]: 0.135380
3ed7bdd4 // pat17_kernel[2,1,c0]: 0.421370
3eac4f84 // pat17_kernel[2,2,c0]: 0.336544
3d5bf4ea // pat17_kernel[0,0,c1]: 0.053700
3e515d1b // pat17_kernel[0,1,c1]: 0.204457
3eb68787 // pat17_kernel[0,2,c1]: 0.356503
